timestamp,season,hour,time_step_hours,cloud_cover,cos_zenith,irradiance_wm2,ambient_temp_c,wind_speed_ms,pv_generation_kw,building_load_kw,grid_power_kw,grid_energy_kwh,tou_rate_thb,cost_thb
2026-04-15 03:30:00,summer,3.5,0.25,0.2,0.0,0.0,26.3,1.68,0.0,0.225,0.225,0.056,2.6,0.146
2026-04-15 03:45:00,summer,3.75,0.25,0.2,0.0,0.0,26.9,2.1,0.0,0.231,0.231,0.058,2.6,0.15
2026-04-15 04:00:00,summer,4.0,0.25,0.2,0.0,0.0,26.5,0.62,0.0,0.251,0.251,0.063,2.6,0.163
2026-04-15 04:15:00,summer,4.25,0.25,0.2,0.0,0.0,26.7,1.7,0.0,0.295,0.295,0.074,2.6,0.192
2026-04-15 04:30:00,summer,4.5,0.25,0.2,0.0,0.0,27.2,2.19,0.0,0.365,0.365,0.091,2.6,0.237
2026-04-15 04:45:00,summer,4.75,0.25,0.2,0.0,0.0,27.2,2.25,0.0,0.396,0.396,0.099,2.6,0.257
2026-04-15 05:00:00,summer,5.0,0.25,0.2,0.0,0.0,27.9,2.0,0.0,0.469,0.469,0.117,2.6,0.305
2026-04-15 05:15:00,summer,5.25,0.25,0.2,0.0,0.0,27.9,1.26,0.0,0.553,0.553,0.138,2.6,0.359
2026-04-15 05:30:00,summer,5.5,0.25,0.2,0.0,0.0,28.2,2.0,0.0,0.656,0.656,0.164,2.6,0.426
2026-04-15 05:45:00,summer,5.75,0.25,0.2,0.0,0.0,28.5,1.88,0.0,0.749,0.749,0.187,2.6,0.487
2026-04-15 06:00:00,summer,6.0,0.25,0.2,0.0,0.0,29.1,2.3,0.0,0.837,0.837,0.209,2.6,0.544
2026-04-15 06:15:00,summer,6.25,0.25,0.204,0.026,3.2,29.0,2.14,0.0,0.922,0.922,0.231,2.6,0.599
2026-04-15 06:30:00,summer,6.5,0.25,0.094,0.0886,37.0,29.2,2.46,0.181,1.053,0.872,0.218,2.6,0.567
2026-04-15 06:45:00,summer,6.75,0.25,0.061,0.1511,93.7,30.4,2.1,0.454,1.156,0.702,0.175,2.6,0.456
2026-04-15 07:00:00,summer,7.0,0.25,0.117,0.2131,150.5,30.3,1.19,0.723,1.26,0.537,0.134,2.6,0.349
2026-04-15 07:15:00,summer,7.25,0.25,0.087,0.2744,216.9,31.5,1.64,1.03,1.357,0.327,0.082,2.6,0.213
2026-04-15 07:30:00,summer,7.5,0.25,0.103,0.3346,276.5,32.1,2.1,1.304,1.451,0.147,0.037,2.6,0.096
2026-04-15 07:45:00,summer,7.75,0.25,0.091,0.3936,341.1,32.8,2.02,1.592,1.515,0.0,0.0,2.6,0.0
2026-04-15 08:00:00,summer,8.0,0.25,0.109,0.451,395.5,32.8,1.94,1.834,1.571,0.0,0.0,2.6,0.0
2026-04-15 08:15:00,summer,8.25,0.25,0.173,0.5067,427.5,34.1,1.56,1.957,1.611,0.0,0.0,2.6,0.0
2026-04-15 08:30:00,summer,8.5,0.25,0.141,0.5604,494.6,34.6,1.93,2.25,1.629,0.0,0.0,2.6,0.0
2026-04-15 08:45:00,summer,8.75,0.25,0.217,0.6119,506.3,35.5,2.25,2.298,1.66,0.0,0.0,2.6,0.0
2026-04-15 09:00:00,summer,9.0,0.25,0.295,0.6609,505.1,35.3,2.88,2.307,1.632,0.0,0.0,4.18,0.0
2026-04-15 09:15:00,summer,9.25,0.25,0.333,0.7072,519.0,35.9,1.79,2.337,1.6,0.0,0.0,4.18,0.0
2026-04-15 09:30:00,summer,9.5,0.25,0.403,0.7507,503.4,35.9,2.15,2.28,1.549,0.0,0.0,4.18,0.0
2026-04-15 09:45:00,summer,9.75,0.25,0.389,0.7911,543.4,36.6,1.69,2.43,1.476,0.0,0.0,4.18,0.0
2026-04-15 10:00:00,summer,10.0,0.25,0.365,0.8284,589.8,37.4,1.99,2.623,1.391,0.0,0.0,4.18,0.0
2026-04-15 10:15:00,summer,10.25,0.25,0.384,0.8622,600.0,37.9,1.33,2.634,1.284,0.0,0.0,4.18,0.0
2026-04-15 10:30:00,summer,10.5,0.25,0.308,0.8925,688.1,38.4,1.63,2.995,1.184,0.0,0.0,4.18,0.0
2026-04-15 10:45:00,summer,10.75,0.25,0.335,0.9192,686.2,38.8,1.73,2.986,1.086,0.0,0.0,4.18,0.0
2026-04-15 11:00:00,summer,11.0,0.25,0.255,0.9421,777.4,39.3,1.78,3.34,1.006,0.0,0.0,4.18,0.0
2026-04-15 11:15:00,summer,11.25,0.25,0.218,0.9611,827.8,39.8,1.02,3.466,0.908,0.0,0.0,4.18,0.0
2026-04-15 11:30:00,summer,11.5,0.25,0.201,0.9762,857.6,40.4,1.56,3.612,0.816,0.0,0.0,4.18,0.0
2026-04-15 11:45:00,summer,11.75,0.25,0.182,0.9872,885.8,40.6,1.76,3.729,0.712,0.0,0.0,4.18,0.0
2026-04-15 12:00:00,summer,12.0,0.25,0.277,0.9942,802.1,40.8,1.94,3.421,0.633,0.0,0.0,4.18,0.0
2026-04-15 12:15:00,summer,12.25,0.25,0.109,0.9971,963.2,41.7,2.06,4.02,0.581,0.0,0.0,4.18,0.0
2026-04-15 12:30:00,summer,12.5,0.25,0.095,0.9959,975.2,42.2,1.79,4.03,0.535,0.0,0.0,4.18,0.0
2026-04-15 12:45:00,summer,12.75,0.25,0.036,0.9907,1023.9,42.3,2.6,4.275,0.478,0.0,0.0,4.18,0.0
2026-04-15 13:00:00,summer,13.0,0.25,0.0,0.9813,1045.9,42.5,1.95,4.294,0.457,0.0,0.0,4.18,0.0
2026-04-15 13:15:00,summer,13.25,0.25,0.052,0.9679,984.1,42.3,0.85,3.951,0.431,0.0,0.0,4.18,0.0
2026-04-15 13:30:00,summer,13.5,0.25,0.087,0.9505,934.2,42.6,1.63,3.859,0.437,0.0,0.0,4.18,0.0
2026-04-15 13:45:00,summer,13.75,0.25,0.145,0.9293,862.3,42.5,1.39,3.579,0.442,0.0,0.0,4.18,0.0
2026-04-15 14:00:00,summer,14.0,0.25,0.179,0.9042,808.6,42.1,2.19,3.44,0.445,0.0,0.0,4.18,0.0
2026-04-15 14:15:00,summer,14.25,0.25,0.032,0.8754,898.0,42.9,1.41,3.703,0.476,0.0,0.0,4.18,0.0
2026-04-15 14:30:00,summer,14.5,0.25,0.092,0.843,816.2,42.3,2.09,3.46,0.535,0.0,0.0,4.18,0.0
2026-04-15 14:45:00,summer,14.75,0.25,0.092,0.8072,778.3,42.7,0.97,3.233,0.572,0.0,0.0,4.18,0.0
2026-04-15 15:00:00,summer,15.0,0.25,0.108,0.7681,725.9,41.7,3.45,3.171,0.66,0.0,0.0,4.18,0.0
2026-04-15 15:15:00,summer,15.25,0.25,0.064,0.7259,709.7,42.5,2.08,3.044,0.754,0.0,0.0,4.18,0.0
2026-04-15 15:30:00,summer,15.5,0.25,0.166,0.6807,600.7,41.6,2.65,2.637,0.867,0.0,0.0,4.18,0.0
2026-04-15 15:45:00,summer,15.75,0.25,0.207,0.6328,530.8,41.8,0.97,2.298,0.975,0.0,0.0,4.18,0.0
2026-04-15 16:00:00,summer,16.0,0.25,0.347,0.5823,411.9,41.0,1.78,1.836,1.119,0.0,0.0,4.18,0.0
2026-04-15 16:15:00,summer,16.25,0.25,0.43,0.5296,331.0,40.2,1.66,1.494,1.265,0.0,0.0,4.18,0.0
2026-04-15 16:30:00,summer,16.5,0.25,0.472,0.4747,274.6,39.5,2.1,1.255,1.37,0.115,0.029,4.18,0.12
2026-04-15 16:45:00,summer,16.75,0.25,0.462,0.4179,241.4,39.3,1.71,1.106,1.503,0.397,0.099,4.18,0.415
2026-04-15 17:00:00,summer,17.0,0.25,0.427,0.3596,213.5,39.0,1.92,0.984,1.655,0.671,0.168,4.18,0.701
2026-04-15 17:15:00,summer,17.25,0.25,0.448,0.2998,166.5,38.7,1.81,0.772,1.796,1.024,0.256,4.18,1.07
2026-04-15 17:30:00,summer,17.5,0.25,0.46,0.239,122.9,38.6,2.08,0.573,1.937,1.364,0.341,4.18,1.425
2026-04-15 17:45:00,summer,17.75,0.25,0.374,0.1773,91.6,37.8,1.68,0.43,2.068,1.638,0.41,4.18,1.712
2026-04-15 18:00:00,summer,18.0,0.25,0.426,0.115,44.5,37.7,1.38,0.21,2.199,1.989,0.497,4.18,2.079
2026-04-15 18:15:00,summer,18.25,0.25,0.474,0.0523,10.1,36.6,1.74,0.048,2.318,2.27,0.568,4.18,2.372
2026-04-15 18:30:00,summer,18.5,0.25,0.474,0.0,0.0,36.7,1.38,0.0,2.419,2.419,0.605,4.18,2.528
2026-04-15 18:45:00,summer,18.75,0.25,0.474,0.0,0.0,36.1,2.34,0.0,2.507,2.507,0.627,4.18,2.62
2026-04-15 19:00:00,summer,19.0,0.25,0.474,0.0,0.0,35.7,2.28,0.0,2.588,2.588,0.647,4.18,2.704
2026-04-15 19:15:00,summer,19.25,0.25,0.474,0.0,0.0,34.9,1.56,0.0,2.631,2.631,0.658,4.18,2.749
2026-04-15 19:30:00,summer,19.5,0.25,0.474,0.0,0.0,35.4,1.54,0.0,2.668,2.668,0.667,4.18,2.788
2026-04-15 19:45:00,summer,19.75,0.25,0.474,0.0,0.0,34.4,1.99,0.0,2.677,2.677,0.669,4.18,2.797
2026-04-15 20:00:00,summer,20.0,0.25,0.474,0.0,0.0,34.0,1.79,0.0,2.654,2.654,0.663,4.18,2.773
2026-04-15 20:15:00,summer,20.25,0.25,0.474,0.0,0.0,33.6,2.48,0.0,2.617,2.617,0.654,4.18,2.735
2026-04-15 20:30:00,summer,20.5,0.25,0.474,0.0,0.0,33.2,1.99,0.0,2.545,2.545,0.636,4.18,2.66
2026-04-15 20:45:00,summer,20.75,0.25,0.474,0.0,0.0,32.4,2.16,0.0,2.466,2.466,0.617,4.18,2.577
2026-04-15 21:00:00,summer,21.0,0.25,0.474,0.0,0.0,32.0,1.17,0.0,2.365,2.365,0.591,4.18,2.471
2026-04-15 21:15:00,summer,21.25,0.25,0.474,0.0,0.0,31.9,1.34,0.0,2.249,2.249,0.562,4.18,2.35
2026-04-15 21:30:00,summer,21.5,0.25,0.474,0.0,0.0,31.3,1.84,0.0,2.134,2.134,0.533,4.18,2.23
2026-04-15 21:45:00,summer,21.75,0.25,0.474,0.0,0.0,30.3,1.51,0.0,2.006,2.006,0.501,4.18,2.096
2026-04-15 22:00:00,summer,22.0,0.25,0.474,0.0,0.0,30.6,2.27,0.0,1.87,1.87,0.468,2.6,1.216
2026-04-15 22:15:00,summer,22.25,0.25,0.474,0.0,0.0,29.5,1.6,0.0,1.715,1.715,0.429,2.6,1.115
2026-04-15 22:30:00,summer,22.5,0.25,0.474,0.0,0.0,29.0,1.36,0.0,1.59,1.59,0.398,2.6,1.034
2026-04-15 22:45:00,summer,22.75,0.25,0.474,0.0,0.0,28.8,2.3,0.0,1.445,1.445,0.361,2.6,0.939
2026-04-15 23:00:00,summer,23.0,0.25,0.474,0.0,0.0,28.8,1.73,0.0,1.311,1.311,0.328,2.6,0.852
2026-04-15 23:15:00,summer,23.25,0.25,0.474,0.0,0.0,27.9,1.43,0.0,1.182,1.182,0.295,2.6,0.768
2026-04-15 23:30:00,summer,23.5,0.25,0.474,0.0,0.0,28.3,2.66,0.0,1.049,1.049,0.262,2.6,0.682
2026-04-15 23:45:00,summer,23.75,0.25,0.474,0.0,0.0,27.7,2.69,0.0,0.924,0.924,0.231,2.6,0.601
2026-04-16 00:00:00,summer,0.0,0.25,0.474,0.0,0.0,27.5,1.92,0.0,0.732,0.732,0.183,2.6,0.476
2026-04-16 00:15:00,summer,0.25,0.25,0.474,0.0,0.0,26.9,1.51,0.0,0.595,0.595,0.149,2.6,0.387
2026-04-16 00:30:00,summer,0.5,0.25,0.474,0.0,0.0,27.2,1.54,0.0,0.488,0.488,0.122,2.6,0.317
2026-04-16 00:45:00,summer,0.75,0.25,0.474,0.0,0.0,26.4,1.52,0.0,0.424,0.424,0.106,2.6,0.276
2026-04-16 01:00:00,summer,1.0,0.25,0.474,0.0,0.0,26.5,0.33,0.0,0.378,0.378,0.095,2.6,0.246
2026-04-16 01:15:00,summer,1.25,0.25,0.474,0.0,0.0,26.6,2.52,0.0,0.324,0.324,0.081,2.6,0.211
2026-04-16 01:30:00,summer,1.5,0.25,0.474,0.0,0.0,26.9,2.33,0.0,0.286,0.286,0.071,2.6,0.186
2026-04-16 01:45:00,summer,1.75,0.25,0.474,0.0,0.0,26.2,2.54,0.0,0.252,0.252,0.063,2.6,0.164
2026-04-16 02:00:00,summer,2.0,0.25,0.474,0.0,0.0,26.0,2.22,0.0,0.237,0.237,0.059,2.6,0.154
2026-04-16 02:15:00,summer,2.25,0.25,0.474,0.0,0.0,26.3,1.04,0.0,0.22,0.22,0.055,2.6,0.143
2026-04-16 02:30:00,summer,2.5,0.25,0.474,0.0,0.0,25.5,1.93,0.0,0.204,0.204,0.051,2.6,0.133
2026-04-16 02:45:00,summer,2.75,0.25,0.474,0.0,0.0,26.0,1.36,0.0,0.231,0.231,0.058,2.6,0.15
2026-04-16 03:00:00,summer,3.0,0.25,0.474,0.0,0.0,26.0,2.48,0.0,0.228,0.228,0.057,2.6,0.148
2026-04-16 03:15:00,summer,3.25,0.25,0.474,0.0,0.0,26.3,2.09,0.0,0.224,0.224,0.056,2.6,0.146
2026-04-16 03:30:00,summer,3.5,0.25,0.474,0.0,0.0,25.5,1.31,0.0,0.246,0.246,0.061,2.6,0.16
2026-04-16 03:45:00,summer,3.75,0.25,0.474,0.0,0.0,26.1,1.75,0.0,0.281,0.281,0.07,2.6,0.183
2026-04-16 04:00:00,summer,4.0,0.25,0.474,0.0,0.0,26.4,1.94,0.0,0.295,0.295,0.074,2.6,0.192
2026-04-16 04:15:00,summer,4.25,0.25,0.474,0.0,0.0,26.7,1.87,0.0,0.332,0.332,0.083,2.6,0.216
2026-04-16 04:30:00,summer,4.5,0.25,0.474,0.0,0.0,27.3,1.08,0.0,0.385,0.385,0.096,2.6,0.25
2026-04-16 04:45:00,summer,4.75,0.25,0.474,0.0,0.0,27.4,0.7,0.0,0.451,0.451,0.113,2.6,0.293
2026-04-16 05:00:00,summer,5.0,0.25,0.474,0.0,0.0,27.8,1.4,0.0,0.517,0.517,0.129,2.6,0.336
2026-04-16 05:15:00,summer,5.25,0.25,0.474,0.0,0.0,27.9,1.97,0.0,0.578,0.578,0.144,2.6,0.376
2026-04-16 05:30:00,summer,5.5,0.25,0.474,0.0,0.0,28.5,2.49,0.0,0.651,0.651,0.163,2.6,0.423
2026-04-16 05:45:00,summer,5.75,0.25,0.474,0.0,0.0,28.3,2.04,0.0,0.755,0.755,0.189,2.6,0.491
2026-04-16 06:00:00,summer,6.0,0.25,0.474,0.0,0.0,28.7,1.32,0.0,0.841,0.841,0.21,2.6,0.547
2026-04-16 06:15:00,summer,6.25,0.25,0.373,0.0285,3.5,29.7,1.57,0.0,0.936,0.936,0.234,2.6,0.608
2026-04-16 06:30:00,summer,6.5,0.25,0.428,0.0911,30.0,29.8,2.31,0.147,1.051,0.904,0.226,2.6,0.588
2026-04-16 06:45:00,summer,6.75,0.25,0.355,0.1535,75.8,30.1,2.18,0.368,1.177,0.809,0.202,2.6,0.526
2026-04-16 07:00:00,summer,7.0,0.25,0.394,0.2154,117.2,31.0,1.94,0.565,1.263,0.698,0.174,2.6,0.454
2026-04-16 07:15:00,summer,7.25,0.25,0.413,0.2766,158.0,31.3,2.37,0.758,1.364,0.606,0.152,2.6,0.394
2026-04-16 07:30:00,summer,7.5,0.25,0.355,0.3368,216.8,31.9,1.51,1.028,1.468,0.44,0.11,2.6,0.286
2026-04-16 07:45:00,summer,7.75,0.25,0.31,0.3957,277.1,32.3,1.91,1.305,1.507,0.202,0.05,2.6,0.131
2026-04-16 08:00:00,summer,8.0,0.25,0.236,0.453,352.4,33.0,2.71,1.649,1.575,0.0,0.0,2.6,0.0
2026-04-16 08:15:00,summer,8.25,0.25,0.167,0.5086,431.7,34.0,1.43,1.974,1.604,0.0,0.0,2.6,0.0
2026-04-16 08:30:00,summer,8.5,0.25,0.266,0.5622,436.2,34.2,1.33,1.989,1.643,0.0,0.0,2.6,0.0
2026-04-16 08:45:00,summer,8.75,0.25,0.262,0.6136,483.2,34.5,2.58,2.215,1.668,0.0,0.0,2.6,0.0
2026-04-16 09:00:00,summer,9.0,0.25,0.157,0.6625,587.6,36.4,1.94,2.624,1.648,0.0,0.0,4.18,0.0
2026-04-16 09:15:00,summer,9.25,0.25,0.062,0.7087,692.2,37.1,1.98,3.045,1.614,0.0,0.0,4.18,0.0
2026-04-16 09:30:00,summer,9.5,0.25,0.13,0.7521,695.0,37.2,1.43,3.028,1.538,0.0,0.0,4.18,0.0
2026-04-16 09:45:00,summer,9.75,0.25,0.221,0.7925,670.3,37.2,1.92,2.953,1.469,0.0,0.0,4.18,0.0
2026-04-16 10:00:00,summer,10.0,0.25,0.311,0.8296,633.5,37.1,2.38,2.82,1.38,0.0,0.0,4.18,0.0
2026-04-16 10:15:00,summer,10.25,0.25,0.335,0.8633,641.4,37.5,2.23,2.842,1.301,0.0,0.0,4.18,0.0
2026-04-16 10:30:00,summer,10.5,0.25,0.297,0.8936,698.2,38.6,1.37,3.018,1.185,0.0,0.0,4.18,0.0
2026-04-16 10:45:00,summer,10.75,0.25,0.303,0.9201,715.5,39.1,1.7,3.097,1.095,0.0,0.0,4.18,0.0
2026-04-16 11:00:00,summer,11.0,0.25,0.265,0.9429,768.6,39.5,1.48,3.284,0.994,0.0,0.0,4.18,0.0
2026-04-16 11:15:00,summer,11.25,0.25,0.152,0.9619,888.0,40.5,1.25,3.695,0.889,0.0,0.0,4.18,0.0
2026-04-16 11:30:00,summer,11.5,0.25,0.245,0.9768,817.1,40.8,1.57,3.454,0.776,0.0,0.0,4.18,0.0
2026-04-16 11:45:00,summer,11.75,0.25,0.248,0.9878,824.1,40.5,1.98,3.513,0.671,0.0,0.0,4.18,0.0
2026-04-16 12:00:00,summer,12.0,0.25,0.125,0.9948,945.9,41.5,2.44,3.988,0.61,0.0,0.0,4.18,0.0
2026-04-16 12:15:00,summer,12.25,0.25,0.0,0.9976,1064.8,41.9,2.09,4.388,0.559,0.0,0.0,4.18,0.0
2026-04-16 12:30:00,summer,12.5,0.25,0.0,0.9963,1063.4,42.4,1.61,4.319,0.51,0.0,0.0,4.18,0.0
2026-04-16 12:45:00,summer,12.75,0.25,0.0,0.991,1057.2,42.5,1.61,4.295,0.479,0.0,0.0,4.18,0.0
2026-04-16 13:00:00,summer,13.0,0.25,0.156,0.9816,904.3,42.0,2.36,3.817,0.469,0.0,0.0,4.18,0.0
2026-04-16 13:15:00,summer,13.25,0.25,0.238,0.9681,815.9,41.6,0.72,3.364,0.442,0.0,0.0,4.18,0.0
2026-04-16 13:30:00,summer,13.5,0.25,0.261,0.9507,779.3,42.1,1.73,3.301,0.403,0.0,0.0,4.18,0.0
2026-04-16 13:45:00,summer,13.75,0.25,0.206,0.9294,809.1,42.0,0.94,3.354,0.411,0.0,0.0,4.18,0.0
2026-04-16 14:00:00,summer,14.0,0.25,0.302,0.9043,702.7,42.2,1.67,3.001,0.442,0.0,0.0,4.18,0.0
2026-04-16 14:15:00,summer,14.25,0.25,0.346,0.8754,642.1,41.8,1.7,2.77,0.468,0.0,0.0,4.18,0.0
2026-04-16 14:30:00,summer,14.5,0.25,0.435,0.843,544.0,41.4,2.02,2.389,0.507,0.0,0.0,4.18,0.0
2026-04-16 14:45:00,summer,14.75,0.25,0.295,0.8072,627.9,42.2,1.4,2.696,0.593,0.0,0.0,4.18,0.0
2026-04-16 15:00:00,summer,15.0,0.25,0.341,0.7681,561.5,41.8,1.38,2.436,0.681,0.0,0.0,4.18,0.0
2026-04-16 15:15:00,summer,15.25,0.25,0.278,0.7259,571.0,41.5,1.03,2.463,0.75,0.0,0.0,4.18,0.0
2026-04-16 15:30:00,summer,15.5,0.25,0.203,0.6807,578.3,41.6,1.81,2.521,0.846,0.0,0.0,4.18,0.0
2026-04-16 15:45:00,summer,15.75,0.25,0.217,0.6328,525.5,40.9,3.07,2.34,0.93,0.0,0.0,4.18,0.0
2026-04-16 16:00:00,summer,16.0,0.25,0.143,0.5823,515.4,41.0,1.87,2.272,1.051,0.0,0.0,4.18,0.0
2026-04-16 16:15:00,summer,16.25,0.25,0.166,0.5296,452.7,40.8,1.76,2.01,1.172,0.0,0.0,4.18,0.0
2026-04-16 16:30:00,summer,16.5,0.25,0.284,0.4747,353.1,40.1,1.23,1.584,1.3,0.0,0.0,4.18,0.0
2026-04-16 16:45:00,summer,16.75,0.25,0.307,0.418,296.7,39.6,1.23,1.344,1.442,0.098,0.024,4.18,0.102
2026-04-16 17:00:00,summer,17.0,0.25,0.305,0.3597,249.0,39.5,1.58,1.138,1.61,0.472,0.118,4.18,0.493
2026-04-16 17:15:00,summer,17.25,0.25,0.255,0.3,210.1,39.3,2.61,0.97,1.766,0.796,0.199,4.18,0.832
2026-04-16 17:30:00,summer,17.5,0.25,0.281,0.2392,152.8,38.1,2.03,0.712,1.923,1.211,0.303,4.18,1.265
2026-04-16 17:45:00,summer,17.75,0.25,0.254,0.1775,103.8,38.1,1.77,0.486,2.069,1.583,0.396,4.18,1.654
2026-04-16 18:00:00,summer,18.0,0.25,0.242,0.1153,53.5,37.3,1.26,0.253,2.195,1.942,0.485,4.18,2.029
2026-04-16 18:15:00,summer,18.25,0.25,0.322,0.0527,11.9,36.8,1.67,0.057,2.313,2.256,0.564,4.18,2.358
2026-04-16 18:30:00,summer,18.5,0.25,0.322,0.0,0.0,36.8,1.69,0.0,2.391,2.391,0.598,4.18,2.499
2026-04-16 18:45:00,summer,18.75,0.25,0.322,0.0,0.0,36.2,2.7,0.0,2.524,2.524,0.631,4.18,2.638
2026-04-16 19:00:00,summer,19.0,0.25,0.322,0.0,0.0,35.7,0.65,0.0,2.592,2.592,0.648,4.18,2.709
2026-04-16 19:15:00,summer,19.25,0.25,0.322,0.0,0.0,35.1,1.45,0.0,2.639,2.639,0.66,4.18,2.758
2026-04-16 19:30:00,summer,19.5,0.25,0.322,0.0,0.0,34.5,1.72,0.0,2.674,2.674,0.668,4.18,2.794
2026-04-16 19:45:00,summer,19.75,0.25,0.322,0.0,0.0,34.6,1.94,0.0,2.682,2.682,0.67,4.18,2.803
2026-04-16 20:00:00,summer,20.0,0.25,0.322,0.0,0.0,33.8,1.89,0.0,2.66,2.66,0.665,4.18,2.78
2026-04-16 20:15:00,summer,20.25,0.25,0.322,0.0,0.0,33.1,2.11,0.0,2.597,2.597,0.649,4.18,2.714
2026-04-16 20:30:00,summer,20.5,0.25,0.322,0.0,0.0,32.4,2.6,0.0,2.524,2.524,0.631,4.18,2.638
2026-04-16 20:45:00,summer,20.75,0.25,0.322,0.0,0.0,32.6,0.94,0.0,2.431,2.431,0.608,4.18,2.54
2026-04-16 21:00:00,summer,21.0,0.25,0.322,0.0,0.0,32.0,1.76,0.0,2.362,2.362,0.591,4.18,2.468
2026-04-16 21:15:00,summer,21.25,0.25,0.322,0.0,0.0,31.9,1.62,0.0,2.253,2.253,0.563,4.18,2.354
2026-04-16 21:30:00,summer,21.5,0.25,0.322,0.0,0.0,31.1,1.23,0.0,2.133,2.133,0.533,4.18,2.229
2026-04-16 21:45:00,summer,21.75,0.25,0.322,0.0,0.0,30.4,1.47,0.0,1.984,1.984,0.496,4.18,2.073
2026-04-16 22:00:00,summer,22.0,0.25,0.322,0.0,0.0,30.3,0.91,0.0,1.846,1.846,0.462,2.6,1.2
2026-04-16 22:15:00,summer,22.25,0.25,0.322,0.0,0.0,30.2,1.25,0.0,1.702,1.702,0.425,2.6,1.106
2026-04-16 22:30:00,summer,22.5,0.25,0.322,0.0,0.0,29.3,1.85,0.0,1.545,1.545,0.386,2.6,1.004
2026-04-16 22:45:00,summer,22.75,0.25,0.322,0.0,0.0,29.4,1.7,0.0,1.419,1.419,0.355,2.6,0.922
2026-04-16 23:00:00,summer,23.0,0.25,0.322,0.0,0.0,28.7,2.17,0.0,1.291,1.291,0.323,2.6,0.839
2026-04-16 23:15:00,summer,23.25,0.25,0.322,0.0,0.0,28.7,2.79,0.0,1.16,1.16,0.29,2.6,0.754
2026-04-16 23:30:00,summer,23.5,0.25,0.322,0.0,0.0,27.7,1.04,0.0,1.027,1.027,0.257,2.6,0.668
2026-04-16 23:45:00,summer,23.75,0.25,0.322,0.0,0.0,27.7,1.38,0.0,0.938,0.938,0.234,2.6,0.61
2026-04-17 00:00:00,summer,0.0,0.25,0.322,0.0,0.0,27.2,1.33,0.0,0.761,0.761,0.19,2.6,0.495
2026-04-17 00:15:00,summer,0.25,0.25,0.322,0.0,0.0,27.1,1.54,0.0,0.61,0.61,0.152,2.6,0.397
2026-04-17 00:30:00,summer,0.5,0.25,0.322,0.0,0.0,27.2,2.45,0.0,0.501,0.501,0.125,2.6,0.326
2026-04-17 00:45:00,summer,0.75,0.25,0.322,0.0,0.0,26.7,1.62,0.0,0.418,0.418,0.104,2.6,0.272
2026-04-17 01:00:00,summer,1.0,0.25,0.322,0.0,0.0,26.7,1.37,0.0,0.352,0.352,0.088,2.6,0.229
2026-04-17 01:15:00,summer,1.25,0.25,0.322,0.0,0.0,26.6,1.84,0.0,0.305,0.305,0.076,2.6,0.198
2026-04-17 01:30:00,summer,1.5,0.25,0.322,0.0,0.0,26.2,2.39,0.0,0.267,0.267,0.067,2.6,0.174
2026-04-17 01:45:00,summer,1.75,0.25,0.322,0.0,0.0,26.3,1.53,0.0,0.238,0.238,0.059,2.6,0.155
2026-04-17 02:00:00,summer,2.0,0.25,0.322,0.0,0.0,25.9,1.31,0.0,0.24,0.24,0.06,2.6,0.156
